Organisation Name,Telephone Number,Website,Hostname,IP Address,Session Start Date/Time,Monitor Resolution,Operating System,Browser,Device Type,Longitude,Latitude,Country,Town / City,County / State,Registered Address,Entry Page,Keywords,Sources,PPC,Organic,Geolocated,Visit Duration,Page Visits
Dafiti,479-447-3736,http://www.mongabay.com,246.255.137.151,100.221.44.184,13-06-2018 12:01,1440 * 900,5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebK,Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Mac,-122.2108,47.61775,United States,Bellevue,Washington,,ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software
Baoruan,609-502-0507,http://www.playdota.com,137.207.83.242,108.236.86.252,13-06-2018 10:57,1920 * 1080,5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebK,Version/11.0.3 Safari/604.5.6,Mac,13.84122702,46.59532032,Austria,Villach,Villach,,ee-ip.org,,www.hannovermesse.de,0,0,1,150,www.ee-ip.org --> www.ee-ip.org/about
Pengpeng,535-974-8375,http://www.netafull.com,1.32.2.49,52.145.215.207,13-06-2018 07:58,1440 * 900,5.0 (Macintosh),Firefox,Mac,13.3868066,52.5224227,Germany,Berlin-Mitte,Berlin,,ee-ip.org,,,0,0,1,3,www.ee-ip.org --> www.ee-ip.org/articles
Pubcon,649-402-0685,http://www.blogoak.com,35.8.190.169,236.138.161.46,12-06-2018 23:49,1536 * 864,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Desktop,10.202726,56.1460465,Denmark,Aarhus,Aarhus Municipality,,ee-ip.org/articles/detailed/c0074da70f54337de17e9c0fa27bbcde/youve-got-a-friend,,www.google.dk,0,1,1,369,www.ee-ip.org/articles/detailed/c0074da70f54337de17e9c0fa27bbcde/youve-got-a-friend --> www.ee-ip.org/services --> www.ee-ip.org/services --> www.ee-ip.org/about --> www.ee-ip.org/nc/business-practices --> www.www2.ee-ip.org/content/CompanyPage/show/i3cp-europe/file/362_ICP_Targeted_Industry_Protocol
Ajnews,849-159-8818,http://www.telists.com,217.92.99.223,43.155.117.222,12-06-2018 16:57,1280 * 720,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/67.0.3396.79 Safari/537.36 PTST/180605.140611,Desktop,6.83252,50.9653,Germany,Koeln-Widdersdorf,Nordrhein-Westfalen,,ee-ip.org,,www.google.de,0,1,0,0,www.ee-ip.org
Funlabo,344-873-3901,http://www.kunyue.com,132.155.6.163,53.86.118.224,12-06-2018 15:33,1280 * 800,5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebK,Version/11.1 Safari/605.1.15,Mac,11.5729,48.1362,Germany,Muenchen,Bayern,,ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software
Chewen,625-765-3406,http://www.tabonito.com,203.50.171.94,76.153.40.208,12-06-2018 10:19,1280 * 720,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,HeadlessChrome/64.0.3282.186 Safari/537.36,Desktop,103.8198,1.32,Singapore,Singapore,None,,ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software,,www.google.com.sg,0,1,0,0,www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software
Tivibu,609-675-2492,http://www.kaushik.com,157.1.63.225,13.87.178.99,11-06-2018 18:15,1536 * 864,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/67.0.3396.79 Safari/537.36 PTST/180605.140611,Desktop,4.3677906,50.8621488,Belgium,Sint-Katelijne-Waver,Antwerpen,,ee-ip.org/services,,www.pinterest.com,0,0,1,0,www.ee-ip.org/services
Diyanet,834-510-7994,http://www.myflirt.com,12.2.186.46,220.75.141.205,11-06-2018 17:17,1920 * 1080,5.0 (X11; CrOS x86_64 10452.99.0) AppleWebKit/537,Chrome/66.0.3359.203 Safari/537.36,Desktop,4.35249,50.84674,Belgium,Brussels,Brussels,,ee-ip.org,,www.icabrussel.be,0,0,0,11,www.ee-ip.org --> www.ee-ip.org/articles/detailed/c0074da70f54337de17e9c0fa27bbcde/youve-got-a-friend
Asbseo,804-208-0971,http://www.hostenko.com,169.43.93.242,124.215.123.184,11-06-2018 16:49,1477 * 831,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299,Desktop,-114.05495,51.04828,Canada,Calgary,Alberta,,ee-ip.org/articles/detailed/2ad5e5e796553f1bdd6dd6c572079e1c/blockchain-the-basis-for-disruptive-innovation-in-the-energy-sector,,,0,0,0,0,www.ee-ip.org/articles/detailed/2ad5e5e796553f1bdd6dd6c572079e1c/blockchain-the-basis-for-disruptive-innovation-in-the-energy-sector
Finanze,873-166-5144,http://www.ensogo.com,56.189.80.6,112.195.53.20,11-06-2018 16:13,1920 * 1080,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,10.8497,48.54528,Germany,Meitingen,Bayern,,www2.ee-ip.org/content/CompanyPage/show/cikoni-tgu-tti-gmbh,,www.bing.com,0,1,0,82,www.www2.ee-ip.org/content/CompanyPage/show/cikoni-tgu-tti-gmbh --> www.www2.ee-ip.org/contentmailing --> www.www2.ee-ip.org/content/CompanyPage/show/cikoni-tgu-tti-gmbh
Tivibu,609-675-2492,http://www.kaushik.com,157.1.63.225,13.87.178.99,11-06-2018 15:38,1536 * 864,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/67.0.3396.79 Safari/537.36 PTST/180605.140611,Desktop,4.3678417,50.8621519,Belgium,Sint-Katelijne-Waver,Antwerpen,,ee-ip.org/services,,www.pinterest.com,0,0,1,30,www.ee-ip.org/services --> www.ee-ip.org/services
Babnet,283-496-0432,http://www.batepapo.com,84.133.110.227,229.249.97.33,11-06-2018 13:22,1536 * 960,"5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, l",Chrome/67.0.3396.79 Safari/537.36 PTST/180605.140611,Desktop,26.09935,44.43655,Romania,Bucuresti,Bucuresti,,www2.ee-ip.org/content/CompanyPage/show/ksb-aktiengesellschaft/file/290_Hydraulic_system_-_energy_efficiency_optimization,,www.google.ro,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/ksb-aktiengesellschaft/file/290_Hydraulic_system_-_energy_efficiency_optimization
Alsotao,724-367-7408,http://www.alfavita.com,238.38.239.179,86.17.110.86,11-06-2018 13:08,1920 * 1080,5.0 (Windows),Firefox,Desktop,27.09333,-26.70972,South Africa,Potchefstroom,North-West,,ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps
Bluenile,349-515-1432,http://www.tazinga.com,165.96.168.91,111.123.194.6,11-06-2018 11:27,1680 * 1050,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,13.377,52.5329,Germany,Berlin-Mitte,Berlin,,ee-ip.org,,,0,0,1,25,www.ee-ip.org --> www.ee-ip.org/about
Alyaum,880-467-4319,http://www.jitapu.com,191.193.251.214,3.210.183.107,11-06-2018 10:19,1301 * 731,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134,Desktop,4.35249,50.84674,Belgium,Brussels,Brussels,,ee-ip.org,,www.icabrussel.be,0,0,0,0,www.ee-ip.org
Fararu,530-134-4145,http://www.highbeam.com,255.1.93.156,0.87.65.250,11-06-2018 09:20,1536 * 864,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/67.0.3396.79 Safari/537.36 PTST/180605.140611,Desktop,-0.41263,39.38113,Spain,Beniparrell,Valencia,,ee-ip.org/articles/detailed/c0074da70f54337de17e9c0fa27bbcde/youve-got-a-friend,,,0,0,0,0,www.ee-ip.org/articles/detailed/c0074da70f54337de17e9c0fa27bbcde/youve-got-a-friend
Itmedia,313-853-3107,http://www.kingzee.com,15.29.189.127,40.110.15.59,10-06-2018 21:24,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/67.0.3396.79 Safari/537.36 PTST/180605.140611,Desktop,-79.51219,43.70317,Canada,Toronto,Ontario,,ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears,,www.google.ca,0,1,0,0,www.ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears
Nirmaltv,803-693-5569,http://www.agronews.com,17.71.7.11,74.133.114.171,09-06-2018 12:13,360 * 640,5.0 (Linux; Android 8.0.0; F8332 Build/41.3.A.2.1,Version/4.0 Chrome/67.0.3396.68 Mobile Safari/537.36 Instagram 47.0.0.16.96 Android (24/7.0; 480dpi; 1776x1080; motorola; Moto G (5,Mobile,2.34107,48.86023,France,Paris,Paris,,ee-ip.org,,,0,0,0,0,www.ee-ip.org
Wiggle,514-614-7905,http://www.sabunta.com,155.21.127.79,223.28.161.59,08-06-2018 20:23,1422 * 800,5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0,Firefox,Desktop,4.94019,52.30905,Netherlands,Amsterdam,Noord-Holland,,ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps,,www.google.nl,0,1,0,0,www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps
Anunico,317-042-0051,http://www.linkmela.com,163.237.40.1,255.231.2.223,08-06-2018 18:00,1920 * 1080,5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; ,Firefox,Desktop,6.10624,49.61624,Luxembourg,Luxembourg,Luxembourg,,ee-ip.org/articles/detailed/992922ef9946ed1ddd15f461e1d06e53/the-g20-energy-efficiency-forum-and-the-energy-efficiency-investment-toolkit,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/992922ef9946ed1ddd15f461e1d06e53/the-g20-energy-efficiency-forum-and-the-energy-efficiency-investment-toolkit
Ikoula,983-540-7831,http://www.taosoft.com,44.133.34.228,223.238.183.77,08-06-2018 16:57,1920 * 1200,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/67.0.3396.79 Safari/537.36 PTST/180605.140611,Desktop,2.17437,48.73085,France,Saclay,Essonne,,ee-ip.org/articles/detailed/1e5b82080686ae02120cc4a9400ac380/the-4th-utility-compressed-air,,www.google.fr,0,1,0,0,www.ee-ip.org/articles/detailed/1e5b82080686ae02120cc4a9400ac380/the-4th-utility-compressed-air
Sploder,507-968-8341,http://www.appifan.com,3.234.104.36,227.84.251.138,08-06-2018 16:28,1536 * 864,"5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, l",Chrome/39.0.2130.0 Safari/537.36,Desktop,15.97511,45.83258,Croatia,Zagreb,Grad Zagreb,,ee-ip.org,,www.google.com,0,1,0,0,www.ee-ip.org
Entutele,549-667-4541,http://www.iheart.com,177.50.68.146,117.158.243.56,08-06-2018 14:40,1536 * 864,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Desktop,19.79803,47.17721,Hungary,Cegled,Pest,,ee-ip.org/articles/detailed/6640bb0e4577f612ae97c07ac211429f/does-vr-work-for-energy-efficiency-markets-a-review-of-the-vr-presentation-of-the-investor-confiden,,www.linkedin.com,0,1,0,0,www.ee-ip.org/articles/detailed/6640bb0e4577f612ae97c07ac211429f/does-vr-work-for-energy-efficiency-markets-a-review-of-the-vr-presentation-of-the-investor-confiden
Lagsoft,344-283-2695,http://www.compete.com,83.214.49.93,116.254.56.209,08-06-2018 14:37,1920 * 1080,"5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, l",Chrome/66.0.3359.139 Safari/537.36 PTST/SpeedCurve/180506.230515,Desktop,121.51987,25.04214,Taiwan,Taipei,Taipei,,ee-ip.org/articles/detailed/4f4b42dca867849009fa2064b0b91c78/utilities-large-missed-opportunity-demand-response-in-manufacturing,,www.google.com.tw,0,1,0,0,www.ee-ip.org/articles/detailed/4f4b42dca867849009fa2064b0b91c78/utilities-large-missed-opportunity-demand-response-in-manufacturing
Meenakon,742-450-3577,http://www.clemson.com,191.224.181.44,75.64.40.95,08-06-2018 14:20,1600 * 900,5.0 (X11),Firefox,Desktop,77.5946,12.9716,India,Bengaluru,Karnataka,,ee-ip.org/articles/detailed/4d7ff810b37bf059b55f5a9a7df2639d/india-a-global-player-in-energy-efficiency,,t.co,0,0,0,0,www.ee-ip.org/articles/detailed/4d7ff810b37bf059b55f5a9a7df2639d/india-a-global-player-in-energy-efficiency
Homeip,486-523-1499,http://www.temagay.com,17.207.196.94,15.83.20.137,08-06-2018 14:03,1301 * 731,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,-2.666743,42.90923,Spain,Etxano,Araba,,ee-ip.org/nc/business-practices,,www.ee-ip.org,0,0,1,438,www.ee-ip.org/nc/business-practices --> www.ee-ip.org/nc/business-practices --> www.ee-ip.org --> www.ee-ip.org/about --> www.ee-ip.org/nc/business-practices --> www.ee-ip.org/nc/business-practices
Topshop,427-326-3543,http://www.stodosok.com,174.120.47.224,235.58.22.222,08-06-2018 07:53,1366 * 768,5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.,Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Desktop,139.73856,35.69628,Japan,Tokyo,Tokyo,,www2.ee-ip.org/content/CompanyPage/show/european-copper-institute/file/235_Asset_and_Energy_Management_-_or_ISO_50001_vs_ISO_55001,,www.google.co.jp,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/european-copper-institute/file/235_Asset_and_Energy_Management_-_or_ISO_50001_vs_ISO_55001
Asbseo,804-208-0971,http://www.hostenko.com,169.43.93.242,124.215.123.184,08-06-2018 00:19,1477 * 831,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299,Desktop,-114.05495,51.04828,Canada,Calgary,Alberta,,ee-ip.org/articles/detailed/2ad5e5e796553f1bdd6dd6c572079e1c/blockchain-the-basis-for-disruptive-innovation-in-the-energy-sector,,www.bing.com,0,1,0,0,www.ee-ip.org/articles/detailed/2ad5e5e796553f1bdd6dd6c572079e1c/blockchain-the-basis-for-disruptive-innovation-in-the-energy-sector
Homeip,727-236-2169,http://www.najmsat.com,19.80.132.3,108.112.66.15,07-06-2018 15:32,1252 * 783,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,-3.68514,40.42618,Spain,Madrid,Madrid,,ee-ip.org,,,0,0,0,253,www.ee-ip.org --> www.ee-ip.org/nc/business-practices --> www.www2.ee-ip.org/content/CompanyPage/show/turboden-spa/file/262_Steam_and_Power_ORC
Compete,990-382-4158,http://www.agronews.com,115.58.173.129,209.241.185.71,07-06-2018 15:27,1920 * 1200,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,Chrome/66.0.3359.139 Safari/537.36 PTST/SpeedCurve/180506.230515,Desktop,25.14251,60.28842,Finland,Vantaa,Uusimaa,,ee-ip.org/articles/detailed/bd3568515e538ad350faf063915c6141/heatpumps-vision-vs-reality,,www.google.se,0,1,0,0,www.ee-ip.org/articles/detailed/bd3568515e538ad350faf063915c6141/heatpumps-vision-vs-reality
Gahako,467-366-1627,http://www.mainichi.com,14.242.0.24,197.131.8.49,07-06-2018 14:33,1536 * 864,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Desktop,15.97511,45.83258,Croatia,Zagreb,Grad Zagreb,,ee-ip.org/articles/detailed/c653946ab00df5f2c3765f23d4b0e4cf/raising-the-priority-for-industrial-energy-efficiency,,www.google.hr,0,1,0,0,www.ee-ip.org/articles/detailed/c653946ab00df5f2c3765f23d4b0e4cf/raising-the-priority-for-industrial-energy-efficiency
Homeip,727-236-2169,http://www.najmsat.com,19.80.132.3,108.112.66.15,07-06-2018 14:23,1108 * 692,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,-3.68514,40.42618,Spain,Madrid,Madrid,,ee-ip.org,,,0,0,0,38,www.ee-ip.org --> www.ee-ip.org/articles/detailed/c0074da70f54337de17e9c0fa27bbcde/youve-got-a-friend --> www.ee-ip.org/partners
Mozanews,367-504-7536,http://www.rmdown.com,36.120.36.114,110.153.23.144,07-06-2018 13:31,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Desktop,11.3947,47.26269,Austria,Innsbruck,Tirol,,www2.ee-ip.org/content/CompanyPage/show/econ-solutions-gmbh/file/313_Oskar_Frech:_Anwenderbericht_Prozessoptimierung_und_Energiemanagement_f%C3%BCr_den_Druckguss,,www.google.at,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/econ-solutions-gmbh/file/313_Oskar_Frech:_Anwenderbericht_Prozessoptimierung_und_Energiemanagement_f%C3%BCr_den_Druckguss
Euronics,724-367-7408,http://www.tabonito.com,52.233.5.61,192.197.16.97,07-06-2018 11:34,1440 * 900,5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.,Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Desktop,23.71999,37.96999,Greece,Athina,Attiki,,ee-ip.org,,,0,0,0,0,www.ee-ip.org
Ajnews,931-880-6455,http://www.anawenti.com,155.172.144.6,142.15.234.63,07-06-2018 11:13,375 * 667,5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) Ap,Version/11.0 Mobile/15E148 Safari/604.1,Mobile,6.10624,49.61624,Luxembourg,Luxembourg,Luxembourg,,ee-ip.org,,,0,0,0,0,www.ee-ip.org
Anobii,524-717-7120,http://www.syosetu.com,92.144.163.34,68.92.251.120,07-06-2018 10:59,1920 * 1080,5.0 (Windows),Firefox,Desktop,-1.206166,52.772099,United Kingdom,Loughborough,Leicestershire,,ee-ip.org,,,0,0,1,300,www.ee-ip.org --> www.ee-ip.org --> www.ee-ip.org/nc/business-practices --> www.ee-ip.org/services --> www.ee-ip.org/services --> www.ee-ip.org/about --> www.ee-ip.org/services
Folhape,864-733-9780,http://www.gazoulog.com,198.8.103.50,35.178.58.141,07-06-2018 10:58,1920 * 1080,5.0 (Windows),Firefox,Desktop,11.258,43.7437,Italy,Firenze,Firenze,,ee-ip.org,,www.google.it,0,1,0,103,www.ee-ip.org --> www.ee-ip.org/services --> www.ee-ip.org/about --> www.ee-ip.org/newsletter
Traffic,479-789-4903,http://www.lagsoft.com,225.138.239.124,206.58.120.22,06-06-2018 19:13,1366 * 768,5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebK,Version/11.1 Safari/605.1.15,Mac,30.51667,50.43333,Ukraine,Kyiv,Kyiv Misto,,ee-ip.org/articles/detailed/76e3db7f8e8da65a807f039e52195a0e/unido-industrial-energy-efficiency-picking-the-low-hanging-fruit,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/76e3db7f8e8da65a807f039e52195a0e/unido-industrial-energy-efficiency-picking-the-low-hanging-fruit
Checkoo,724-367-7408,http://www.chintai.com,206.85.240.99,230.149.94.57,06-06-2018 17:52,1920 * 1200,5.0 (Windows),Firefox,Desktop,12.4949,55.7635,Denmark,Kongens Lyngby,Hovedstaden,,www2.ee-ip.org/content/CompanyPage/show/turboden-spa/file/216_ORC_Technology_for_Geothermal_Energy_Source_,,www.linkedin.com,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/turboden-spa/file/216_ORC_Technology_for_Geothermal_Energy_Source_
Haoting,406-114-7070,http://www.skokoff.com,4.255.248.178,14.225.208.132,06-06-2018 14:46,1536 * 864,"5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, l",Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Desktop,11.71612,44.35591,Italy,Imola,Bologna,,ee-ip.org/articles/detailed/4c7bd62b8c3038fcf27363d26e5b2a1c/delivering-energy-efficiency-in-industry-how-the-hera-group-turned-an-obligation-into-an-innovative,,t.co,0,0,0,0,www.ee-ip.org/articles/detailed/4c7bd62b8c3038fcf27363d26e5b2a1c/delivering-energy-efficiency-in-industry-how-the-hera-group-turned-an-obligation-into-an-innovative
Syosetu,202-688-4958,http://www.epicfail.com,136.230.58.81,102.249.136.124,06-06-2018 10:13,1920 * 1080,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Ubuntu Chromium/67.0.3396.62 Chrome/67.0.3396.62 Safari/537.36,Desktop,13.3847539,52.5155098,Germany,Duisdorf,Nordrhein-Westfalen,,ee-ip.org,,www.google.de,0,1,1,201,www.ee-ip.org --> www.ee-ip.org/events
Shusheng,724-367-7408,http://www.chintai.com,224.132.251.133,112.253.133.89,06-06-2018 08:35,1920 * 1080,5.0 (Windows),Firefox,Desktop,12.4949,55.7635,Denmark,Kongens Lyngby,Hovedstaden,,ee-ip.org/events/detailed/c3dae68b27d3bb2193d590107fe6dde4/webinar-enter-the-german-market-for-industrial-energy-efficiency,,www.linkedin.com,0,1,0,0,www.ee-ip.org/events/detailed/c3dae68b27d3bb2193d590107fe6dde4/webinar-enter-the-german-market-for-industrial-energy-efficiency
Fuzhie,241-466-0557,,213.56.96.209,41.125.91.29,06-06-2018 04:39,360 * 640,5.0 (Linux; Android 5.1.1; SM-E700H Build/LMY47X),Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36,Mobile,76.7567,30.74,India,Chandigarh,Chandigarh,,www2.ee-ip.org/content/CompanyPage/show/state-bank-of-india/file/70_Green_Banking_and_Green_Financing,,www.google.co.in,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/state-bank-of-india/file/70_Green_Banking_and_Green_Financing
Citibank,811-527-9924,http://www.irebooks.com,27.235.28.254,189.6.137.206,06-06-2018 03:46,1920 * 1080,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Desktop,145.13482,-37.91045,Australia,Monash University Clayton Campus,Victoria,,ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software,,www.google.com.au,0,1,0,0,www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software
Antinews,724-367-7408,,66.81.161.142,187.156.210.18,05-06-2018 23:35,1366 * 768,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Desktop,24.0297,49.8397,Ukraine,Lviv,L'Vivs'Ka Oblast',,www2.ee-ip.org/content/CompanyPage/show/turboden-spa/file/216_ORC_Technology_for_Geothermal_Energy_Source_,,www.linkedin.com,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/turboden-spa/file/216_ORC_Technology_for_Geothermal_Energy_Source_
Eqlife,522-694-4631,http://www.sparkfun.com,144.63.19.23,190.200.85.36,05-06-2018 23:16,320 * 568,5.0 (iPhone; CPU iPhone OS 11_3_1 like Mac OS X) ,Mobile/15E302 Twitter for iPhone/7.24,Mobile,4.35249,50.84674,Belgium,Brussels,Brussels,,ee-ip.org,,t.co,0,0,0,33,www.ee-ip.org --> www.ee-ip.org/about
Mydeco,362-671-5668,http://www.arduino.com,169.38.218.0,6.139.37.17,05-06-2018 20:35,1536 * 864,5.0 (Windows),Firefox,Desktop,9.732,52.3759,Germany,Hannover,Niedersachsen,,ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software
Sohoyes,554-234-3937,http://www.gamebean.com,181.65.195.93,203.191.216.64,05-06-2018 16:51,1366 * 768,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/66.0.3359.181 Safari/537.36 PTST/180525.120557,Desktop,-79.3469,43.77353,Canada,North York,Ontario,,ee-ip.org/nc/business-practices,,,0,0,0,0,www.ee-ip.org/nc/business-practices
Glomobi,914-303-3995,http://www.menulog.com,224.191.155.182,175.202.164.160,05-06-2018 14:02,1366 * 768,5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0,Firefox,Desktop,-9.149153485,38.74408508,Portugal,Lisboa,Lisboa,,ee-ip.org/articles/detailed/6640bb0e4577f612ae97c07ac211429f/does-vr-work-for-energy-efficiency-markets-a-review-of-the-vr-presentation-of-the-investor-confiden,,,0,0,1,0,www.ee-ip.org/articles/detailed/6640bb0e4577f612ae97c07ac211429f/does-vr-work-for-energy-efficiency-markets-a-review-of-the-vr-presentation-of-the-investor-confiden
Tangdou,835-982-2052,http://www.freedom.com,224.55.42.204,212.115.212.190,05-06-2018 12:16,1829 * 1029,5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0,Firefox,Desktop,16.57232,48.56749,Austria,Mistelbach An Der Zaya,Niederoesterreich,,ee-ip.org/events/detailed/1095bd3fa21d76ead5b192c95c8d0602/3rd-clean-energy-finance-europe-conference,,www.bing.com,0,1,0,0,www.ee-ip.org/events/detailed/1095bd3fa21d76ead5b192c95c8d0602/3rd-clean-energy-finance-europe-conference
Gotujmy,780-475-6728,http://www.dizifilm.com,62.62.245.106,191.117.205.209,05-06-2018 12:13,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134,Desktop,11.51141,48.15829,Germany,Neuhausen-Nymphenburg,Bayern,,www2.ee-ip.org/content/CompanyPage/show/ksb-aktiengesellschaft/file/291_Industrie_4_0_und_smarte_Pumpentechnologie,,www.google.de,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/ksb-aktiengesellschaft/file/291_Industrie_4_0_und_smarte_Pumpentechnologie
Dayjob,753-481-7902,http://www.schneier.com,4.104.91.126,84.168.83.54,05-06-2018 10:11,1920 * 1080,5.0 (Windows),Firefox,Desktop,18.96912,47.45663,Hungary,Budaors,Pest,,ee-ip.org/events/detailed/c3dae68b27d3bb2193d590107fe6dde4/webinar-enter-the-german-market-for-industrial-energy-efficiency,,t.co,0,0,0,0,www.ee-ip.org/events/detailed/c3dae68b27d3bb2193d590107fe6dde4/webinar-enter-the-german-market-for-industrial-energy-efficiency
Nerdist,976-729-2219,http://www.sheknows.com,196.200.214.116,114.235.147.93,05-06-2018 09:52,1280 * 1024,5.0 (Windows),Firefox,Desktop,21.02197,52.22422,Poland,Warszawa,Mazowieckie,,ee-ip.org,,www.google.com,0,1,0,25,www.ee-ip.org --> www.ee-ip.org/about --> www.ee-ip.org/articles
