Organisation Name,Telephone Number,Website,Hostname,IP Address,Session Start Date/Time,Monitor Resolution,Operating System,Browser,Device Type,Longitude,Latitude,Country,Town / City,County / State,Registered Address,Entry Page,Keywords,Sources,PPC,Organic,Geolocated,Visit Duration,Page Visits
"Siram Spa","02 412981",http://www.siram.it,host164-103-static.36-88-b.business.telecomitalia.it,88.36.103.164,"2018-02-07 10:21:15","1366 * 768","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/64.0.3282.140 Safari/537.36",Desktop,9.1258,45.456,Italy,Milano,Milano,,ee-ip.org/partners,,www.google.it,0,1,0,0,www.ee-ip.org/partners
"Contourglobal Erneuerbare Energie Europa Gmbh","43 1 21 13 65 950",http://www.contourglobal.com/,80.169.73.132,80.169.73.132,"2018-02-06 23:12:53","1920 * 1080","5.0 (Windows)",Firefox,Desktop,16.37417,48.20861,Austria,Wien,Wien,,www2.ee-ip.org/company/CompanyPage/show/turboden-spa/file/214_ORC_Technology_in_Solar_Thermal_Power_Plant,,www.linkedin.com,0,1,0,0,www.www2.ee-ip.org/company/CompanyPage/show/turboden-spa/file/214_ORC_Technology_in_Solar_Thermal_Power_Plant
"Tata Steel Ijmuiden Bv","""+ 31 (0) 251 499111""",http://www.tatasteel.nl,145.8.179.215,145.8.179.215,"2018-02-06 20:27:10","1366 * 768","5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E",Firefox,Desktop,4.62501,52.45821,Netherlands,Ijmuiden,Noord-Holland,,www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/102_Energy_Recovery_in_Metallurgical_Industry,,,0,0,0,0,www.www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/102_Energy_Recovery_in_Metallurgical_Industry
"Virtual Power Solutions Iberia","""+351 239 791 400""",http://www.isaenergy.pt,83.240.145.40,83.240.145.40,"2018-02-06 17:00:54","1360 * 768","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/64.0.3282.140 Safari/537.36",Desktop,-8.4191,40.2113,Portugal,Coimbra,Coimbra,,ee-ip.org/articles/detailed/53342740eae28d5ee08e107a0b057533/icp-top-2-benefits-for-energy-efficiency-project-developers,,www.google.pt,0,1,0,0,www.ee-ip.org/articles/detailed/53342740eae28d5ee08e107a0b057533/icp-top-2-benefits-for-energy-efficiency-project-developers
"Gallaudet University",202-651-5000,http://www.gallaudet.edu/,cub-22-159.gallaudet.edu,134.231.22.159,"2018-02-06 14:36:09","1920 * 1080","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67 (Edition Campaign 67",Desktop,-76.97666,38.90809,"United States",Washington,"District Of Columbia",,ee-ip.org,,,0,0,0,78,"www.ee-ip.org --> www.ee-ip.org/articles --> www.ee-ip.org --> www.ee-ip.org/articles/detailed/d296929403a5c5c3aae5852e9fbc924c/faq-how-the-icp-process-works-for-industry-district-energy-and-street-lighting"
"Ernst & Young Gmbh","""+49 6196 996 0""",http://www.ey.com,145.62.64.100,145.62.64.100,"2018-02-06 14:11:23","1536 * 864","5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (K","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67 (Edition Campaign 67",Desktop,20.9998835,52.2325539,Germany,"Frankfurt Am Main",Warszawa,,ee-ip.org/articles/detailed/1a0f1159f5c75ae1b96b30b4ed4f3c5a/6-principles-for-a-market-design-that-enables-the-energy-transition,,www.google.pl,0,1,1,0,www.ee-ip.org/articles/detailed/1a0f1159f5c75ae1b96b30b4ed4f3c5a/6-principles-for-a-market-design-that-enables-the-energy-transition
Nrb,"""+32 (0)4 249 72 11""",http://www.nrb.be,212.123.4.238,212.123.4.238,"2018-02-06 12:39:21","1368 * 912","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67 (Edition Campaign 67",Desktop,4.47256,50.76704,Belgium,Hoeilaart,Vlaams-Brabant,,ee-ip.org,,www.google.be,0,1,0,1106,"www.ee-ip.org --> www.ee-ip.org/partners --> www.ee-ip.org/articles --> www.ee-ip.org/nc/business-practices --> www.ee-ip.org/services --> www.ee-ip.org/about --> www.ee-ip.org/the-network --> www.ee-ip.org/services --> www.ee-ip.org/newsletter --> www.ee-ip.org/magazine"
"T-Systems International Gmbh","""+49 69 20060 - 0""",http://www.t-systems.com/,160.44.230.195,160.44.230.195,"2018-02-06 11:54:41","1536 * 864","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/64.0.3282.140 Safari/537.36",Desktop,10.154,54.258,Germany,Schluesbek,Schleswig-Holstein,,www2.ee-ip.org/company/CompanyPage/show/turboden-spa/file/214_ORC_Technology_in_Solar_Thermal_Power_Plant,,www.linkedin.com,0,1,0,0,www.www2.ee-ip.org/company/CompanyPage/show/turboden-spa/file/214_ORC_Technology_in_Solar_Thermal_Power_Plant
"Bain & Company","""+44 20 7969 6480""",http://www.bain.com/,195.22.121.10,195.22.121.10,"2018-02-05 23:06:53","1920 * 1080","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67 (Edition Campaign 67",Desktop,-0.37417,51.43528,"United Kingdom",Richmond-Upon-Thames,"Greater London","131 Dartmouth Street, 8th Floor, Boston, Ma 02116, United States",ee-ip.org/articles/detailed/59437edb599db413f5d0d5340a716497/increasing-the-flow-of-investment-into-energy-efficiency-in-industry,,www.google.co.uk,0,1,0,0,www.ee-ip.org/articles/detailed/59437edb599db413f5d0d5340a716497/increasing-the-flow-of-investment-into-energy-efficiency-in-industry
"Fraunhofer Gesellschaft Zur Foerderung Der Angewandten Forschung Ev","""+49 89 1205 0 """,https://www.fraunhofer.de,129.233.1.252,129.233.1.252,"2018-02-05 11:56:03","1920 * 1080","5.0 (Windows)",Firefox,Desktop,9.1818,48.7754,Germany,Stuttgart,Baden-Wuerttemberg,,ee-ip.org/articles/detailed/ca964c970447bfe0721c763ab4b2b43c/energy-flexibility-initiative-from-the-university-of-stuttgart,,www.google.de,0,1,0,0,www.ee-ip.org/articles/detailed/ca964c970447bfe0721c763ab4b2b43c/energy-flexibility-initiative-from-the-university-of-stuttgart
Vdma,"""+49 69 6603 0""",http://www.vdma.org/,80.150.103.171,80.150.103.171,"2018-02-05 11:17:43","1366 * 768","5.0 (Windows)",Firefox,Desktop,8.6272486,50.0827608,Germany,Stuttgart,Darmstadt,,ee-ip.org,,www.google.de,0,1,1,1261,"www.ee-ip.org --> www.ee-ip.org/about --> www.ee-ip.org/the-network --> www.ee-ip.org --> www.ee-ip.org/about"
"Lakes College - West Cumbria","01946 839300",http://www.lcwc.ac.uk/,212.219.63.140,212.219.63.140,"2018-02-05 09:31:27","1280 * 1024","5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67 (Edition Campaign 67",Desktop,-3.54917,54.62806,"United Kingdom",Workington,Cumbria,,www2.ee-ip.org/company/CompanyPage/show/acte-heat-exchanger/file/187_Compact_heat_recuperators_for_Power_Generation_and_18kW_CHP_Gas_Turbine,,www.google.co.uk,0,1,0,0,www.www2.ee-ip.org/company/CompanyPage/show/acte-heat-exchanger/file/187_Compact_heat_recuperators_for_Power_Generation_and_18kW_CHP_Gas_Turbine
"Wework Management Llc","877 451 3903",https://www.wework.com/,65.209.60.146,65.209.60.146,"2018-02-03 23:40:18","1536 * 864","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67 (Edition Campaign 67",Desktop,-73.9888682,40.7410986,"United States","New York","New York County",,ee-ip.org/articles/detailed/cleantech-startups-german-utilities-bridging-the-valley-of-death,,www.google.com,0,1,1,22,"www.ee-ip.org/articles/detailed/cleantech-startups-german-utilities-bridging-the-valley-of-death --> www.ee-ip.org/articles/detailed/cleantech-startups-german-utilities-bridging-the-valley-of-death"
"French Society Of Radiology","""+33 (0)1 53 59 59 69""",http://sfrnet.org/,68.223.149.77.rev.sfr.net,77.149.223.68,"2018-02-03 12:22:33","412 * 846","5.0 (Linux; Android 7.0; SAMSUNG SM-G955F Build/N","SamsungBrowser/6.2 Chrome/56.0.2924.87 Mobile Safari/537.36",Mobile,2.34107,48.86023,France,Paris,Paris,,ee-ip.org/articles/detailed/1217a4c3836efc7e4ae5bf279b6578d4/aluminum-industry-10-emerging-technologies-for-energy-efficiency-and-ghg-emissions-reduction,,www.scoop.it,0,0,0,0,www.ee-ip.org/articles/detailed/1217a4c3836efc7e4ae5bf279b6578d4/aluminum-industry-10-emerging-technologies-for-energy-efficiency-and-ghg-emissions-reduction
"Honeywell International Inc"," 1 877 841 2840",https://www.honeywell.com,dce-nat155.honeywell.com,199.64.6.155,"2018-02-02 18:52:16","1280 * 1024","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67 (Edition Campaign 67",Desktop,-114.0508168,51.0150128,"United States",Morristown,"Division No. 6",,www2.ee-ip.org/company/CompanyPage/show/dnv-gl/file/300_ISO_50001:_easier_Article_8_compliance__plus_energy_cost_savings,,,0,0,1,507,"www.www2.ee-ip.org/company/CompanyPage/show/dnv-gl/file/300_ISO_50001:_easier_Article_8_compliance__plus_energy_cost_savings --> www.ee-ip.org/nc/business-practices --> www.www2.ee-ip.org/company/CompanyPage/show/gardner-denver-industrials-group/file/346_Bakery_UK_-_production_air_with_heat_recovery --> www.www2.ee-ip.org/company/CompanyPage/show/european-copper-institute/file/325_10_Facts_about_Energy_Management --> www.www2.ee-ip.org/company/CompanyPage/show/european-copper-institute/file/324_Top_10_about_Electric_Motor_Systems --> www.www2.ee-ip.org/company/CompanyPage/show/european-copper-institute/file/322_10_Facts_about_Cogeneration-CHP"
"Honeywell International Inc.","""+33 (0) 4 50 31 67 30""",https://www.honeywell.com/,199.61.25.51,199.61.25.51,"2018-02-02 18:50:32","320 * 568","5.0 (iPhone; CPU iPhone OS 11_2_1 like Mac OS X) ","Version/11.0 Mobile/15C153 Safari/604.1",Mobile,-74.4816,40.7968,"United States",Morristown,"New Jersey",,www2.ee-ip.org/company/CompanyPage/show/dnv-gl/file/300_ISO_50001:_easier_Article_8_compliance__plus_energy_cost_savings,,,0,0,0,0,www.www2.ee-ip.org/company/CompanyPage/show/dnv-gl/file/300_ISO_50001:_easier_Article_8_compliance__plus_energy_cost_savings
"Unicum Schoonmaak Bv","KPN INTERNET SOLUTIONS",92.65.99.110,static.kpn.net,92.65.99.110,"2018-02-02 12:13:43","1366 * 768","5.0 (Windows)",Firefox,Desktop,5.08644,51.58525,Netherlands,Tilburg,Noord-Brabant,,ee-ip.org/articles/detailed/1217a4c3836efc7e4ae5bf279b6578d4/aluminum-industry-10-emerging-technologies-for-energy-efficiency-and-ghg-emissions-reduction,,www.linkedin.com,0,1,0,0,www.ee-ip.org/articles/detailed/1217a4c3836efc7e4ae5bf279b6578d4/aluminum-industry-10-emerging-technologies-for-energy-efficiency-and-ghg-emissions-reduction
"Gruppo Hera","""+39 051 287111""",http://www.gruppohera.it/,out.gruppohera.it,213.174.164.11,"2018-02-02 11:03:48","1600 * 900","5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR",Firefox,Desktop,11.71612,44.35591,Italy,Imola,Bologna,,ee-ip.org/articles/detailed/972d126c82cddffb88dee49595eb9800/the-italian-energy-audits-model-a-cocktail-of-best-practices-that-lead-to-success,,,0,0,0,141,"www.ee-ip.org/articles/detailed/972d126c82cddffb88dee49595eb9800/the-italian-energy-audits-model-a-cocktail-of-best-practices-that-lead-to-success --> www.ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia --> www.ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia"
"Executive Services","""+39 06 852371""",http://www.executivenetwork.it/,host.98.141.23.62.rev.coltfrance.com,62.23.141.98,"2018-02-01 16:43:57","1366 * 768","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67 (Edition Campaign 67",Desktop,9.192,45.472,Italy,Milano,Milano,,ee-ip.org/articles/detailed/d073ae0086e1f703bc62af769c6c7025/36-emerging-technologies-for-energyefficiency-and-ghg-emissions-reduction-in-the-pulp-and-paper-indu,,www.google.it,0,1,0,0,www.ee-ip.org/articles/detailed/d073ae0086e1f703bc62af769c6c7025/36-emerging-technologies-for-energyefficiency-and-ghg-emissions-reduction-in-the-pulp-and-paper-indu
"Arcelormittal España","""+34 917 972 300""",http://spain.arcelormittal.com,195.57.84.38,195.57.84.38,"2018-02-01 15:14:22","1366 * 768","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063",Desktop,-5.8591,43.5524,Spain,"Corvera De Asturias",Asturias,,ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps,,,0,0,0,0,www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps
Spinverse,"""+358 40 7711888""",http://www.spinverse.com/,195.197.231.126,195.197.231.126,"2018-02-01 13:35:10","1680 * 1050","5.0 (Windows)",Firefox,Desktop,24.82932,60.18562,Finland,Espoo,Uusimaa,,ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps,,,0,0,0,0,www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps
"Arcelormittal España","""+34 917 972 300""",http://spain.arcelormittal.com,195.57.84.38,195.57.84.38,"2018-02-01 11:23:08","1280 * 1024","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063",Desktop,-5.8591,43.5524,Spain,"Corvera De Asturias",Asturias,,ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps,,www.google.es,0,1,0,0,www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps
"Coradini Alimentos","(53) 3243-3066",http://www.coradinialimentos.com.br/,coradini.ind.br,187.111.33.64,"2018-01-31 19:21:44","1024 * 768","5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, l","Chrome/49.0.2623.112 Safari/537.36",Desktop,-54.10077,-31.31702,Brazil,Bage,"Rio Grande Do Sul",,ee-ip.org,,www.google.com.br,0,1,0,0,www.ee-ip.org
Avisa,"""+32 (0) 2 240 54 80""",http://avisa.eu/,webmail.avisa.eu,91.183.116.95,"2018-01-31 16:13:15","2560 * 1440","5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebK","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.58 (Edition Campaign 76",Mac,4.35249,50.84674,Belgium,Brussels,Brussels,,ee-ip.org/articles/detailed/6aa682afdebccb422ff5bc6c7c6892d1/we-accelerate-the-energy-transition,,www.google.be,0,1,0,0,www.ee-ip.org/articles/detailed/6aa682afdebccb422ff5bc6c7c6892d1/we-accelerate-the-energy-transition
"Universit Ibn Tofail Faculte Des Sciences",,univ-ibntofail.ac.ma,196.200.142.202,196.200.142.202,"2018-01-31 16:08:56","1600 * 900","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.58 (Edition Campaign 76",Desktop,-6.44584,34.4052,Morocco,Kenitra,Rabat-Sale-Kenitra,,ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software
"London School Of Economics And Political Science",,,158.143.117.115,158.143.117.115,"2018-01-31 14:17:58","320 * 568","5.0 (iPhone; CPU iPhone OS 11_2_2 like Mac OS X) ","Version/11.0 Mobile/15C202 Safari/604.1",Mobile,-0.117,51.514,"United Kingdom","London School Of Economics","Greater London",,ee-ip.org,,t.co,0,0,0,0,www.ee-ip.org
"Universidade De Sao Paulo",,usp.br,143.107.4.202,143.107.4.202,"2018-01-31 11:35:54","1280 * 720","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.58 (Edition Campaign 76",Desktop,-46.73292,-23.55716,Brazil,Butanta,"Sao Paulo",,www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord,,t.co,0,0,0,231,"www.www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord --> www.www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord"
"Deutsche Messe Ag","""+49 511 89 0""",http://www.messe.de,webgate.messe.de,193.22.29.88,"2018-01-31 10:39:09","1920 * 1080","5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; ",Firefox,Desktop,9.8039,52.3239,Germany,"Mittelfeld (Hannover)",Niedersachsen,,ee-ip.org,,,0,0,0,1410,"www.ee-ip.org --> www.ee-ip.org/about --> www.ee-ip.org --> www.ee-ip.org/articles/detailed/d296929403a5c5c3aae5852e9fbc924c/faq-how-the-icp-process-works-for-industry-district-energy-and-street-lighting --> www.ee-ip.org/articles/detailed/d296929403a5c5c3aae5852e9fbc924c/faq-how-the-icp-process-works-for-industry-district-energy-and-street-lighting"
"Deutsche Messe Ag","""+49 511 89 0""",http://www.messe.de,webgate.messe.de,193.22.29.88,"2018-01-31 10:20:08","1920 * 1080","5.0 (Windows)",Firefox,Desktop,9.8039,52.3239,Germany,"Mittelfeld (Hannover)",Niedersachsen,,ee-ip.org,,,0,0,0,1251,"www.ee-ip.org --> www.ee-ip.org/articles/detailed/d296929403a5c5c3aae5852e9fbc924c/faq-how-the-icp-process-works-for-industry-district-energy-and-street-lighting"
"Tyler Junior College",,tjc.edu,64.17.223.178,64.17.223.178,"2018-01-31 00:41:47","1024 * 576","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.58 (Edition Campaign 76",Desktop,-95.29082,32.32125,"United States",Tyler,Texas,,www2.ee-ip.org/company/CompanyPage/show/heatcalc,,www.google.com,0,1,0,0,www.www2.ee-ip.org/company/CompanyPage/show/heatcalc
"Newmarket Hydro","(905) 895-2309",http://www.nmhydro.ca/,mail.nmhydro.ca,69.164.180.6,"2018-01-30 20:57:50","1536 * 864","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.58 (Edition Campaign 76",Desktop,-79.74021,43.78009,Canada,Brampton,Ontario,,ee-ip.org/articles/detailed/1e5b82080686ae02120cc4a9400ac380/the-4th-utility-compressed-air,,www.google.ca,0,1,0,0,www.ee-ip.org/articles/detailed/1e5b82080686ae02120cc4a9400ac380/the-4th-utility-compressed-air
"Northeastern University",,,129.10.29.63,129.10.29.63,"2018-01-30 20:31:03","768 * 1024","5.0 (iPad; CPU OS 11_2_1 like Mac OS X) AppleWebK","LinkedIn/9.11.1694 Version/10.0 Mobile/15C153 Safari/602.1",Tablet,-71.09667,42.34212,"United States",Boston,Massachusetts,,www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord,,www.linkedin.com,0,1,0,0,www.www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord
"Wananchi Group (K) Ltd","""+254 20 3292000""",http://wananchi.com/,197.237.219.50.wananchi.com,197.237.219.50,"2018-01-30 20:16:10","1366 * 768","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.58 (Edition Campaign 76",Desktop,36.81667,-1.28333,Kenya,Nairobi,"Nairobi Area",,www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord,,www.linkedin.com,0,1,0,0,www.www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord
"Tata Steel Ijmuiden Bv","""+ 31 (0) 251 499111""",http://www.tatasteel.nl,145.8.179.192,145.8.179.192,"2018-01-30 19:59:11","1366 * 768","5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E",Firefox,Desktop,4.62501,52.45821,Netherlands,Ijmuiden,Noord-Holland,,www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord,,,0,0,0,96,"www.www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord --> www.www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord"
"Dtu Danish Technical University",,dtu.dk,130.225.65.150,130.225.65.150,"2018-01-30 13:43:39","1920 * 1200","5.0 (Windows)",Firefox,Desktop,12.4949,55.7635,Denmark,"Kongens Lyngby",Hovedstaden,,www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord,,www.linkedin.com,0,1,0,0,www.www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord
"Enbw Ag","""+49 721 72586001""",https://www.enbw.com/,195.35.72.170,195.35.72.170,"2018-01-30 13:34:56","1438 * 808","5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .",Firefox,Desktop,8.43328,49.03691,Germany,"Waldstadt (Karlsruhe)",Baden-Wuerttemberg,,ee-ip.org/articles/detailed/bd3568515e538ad350faf063915c6141/heatpumps-vision-vs-reality,,www.google.de,0,1,0,41,"www.ee-ip.org/articles/detailed/bd3568515e538ad350faf063915c6141/heatpumps-vision-vs-reality --> www.ee-ip.org/articles/detailed/bd3568515e538ad350faf063915c6141/heatpumps-vision-vs-reality"
"Irena Innovation And Technology Center","""+49 228 391 79085""",http://www.irena.org,193.158.12.163,193.158.12.163,"2018-01-30 09:47:14","1920 * 1200","5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.58 (Edition Campaign 76",Desktop,8.03896,50.89519,Germany,Siegen,Nordrhein-Westfalen,,www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord,,t.co,0,0,0,0,www.www2.ee-ip.org/company/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord
"Deutsche Glasfaser Holding Gmbh","0800 281 281 2",https://www.deutsche-glasfaser.de,156.67.160.44,156.67.160.44,"2018-01-30 09:16:58","1680 * 1050","5.0 (Windows)",Firefox,Desktop,6.85506,51.84417,Germany,Borken,Nordrhein-Westfalen,,ee-ip.org/articles/detailed/ef1380f71ca6a485cb75724f21b675d8/the-benefit-of-compressed-air-systems-becoming-smart-a-boge-example,,,0,0,0,799,"www.ee-ip.org/articles/detailed/ef1380f71ca6a485cb75724f21b675d8/the-benefit-of-compressed-air-systems-becoming-smart-a-boge-example --> www.ee-ip.org/articles/detailed/1e5b82080686ae02120cc4a9400ac380/the-4th-utility-compressed-air --> www.ee-ip.org/articles/detailed/ef1380f71ca6a485cb75724f21b675d8/the-benefit-of-compressed-air-systems-becoming-smart-a-boge-example --> www.ee-ip.org/articles/detailed/1e5b82080686ae02120cc4a9400ac380/the-4th-utility-compressed-air"
"Deutsche Glasfaser Holding Gmbh","0800 281 281 2",https://www.deutsche-glasfaser.de,156.67.160.44,156.67.160.44,"2018-01-30 09:15:33","2021 * 1137","5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; ",Firefox,Desktop,6.85506,51.84417,Germany,Borken,Nordrhein-Westfalen,,ee-ip.org/articles/detailed/ef1380f71ca6a485cb75724f21b675d8/the-benefit-of-compressed-air-systems-becoming-smart-a-boge-example,,,0,0,0,0,www.ee-ip.org/articles/detailed/ef1380f71ca6a485cb75724f21b675d8/the-benefit-of-compressed-air-systems-becoming-smart-a-boge-example
"Deutsche Glasfaser Holding Gmbh","0800 281 281 2",https://www.deutsche-glasfaser.de,156.67.160.44,156.67.160.44,"2018-01-30 09:06:39","1536 * 864","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",Desktop,6.85506,51.84417,Germany,Borken,Nordrhein-Westfalen,,ee-ip.org/articles/detailed/ef1380f71ca6a485cb75724f21b675d8/the-benefit-of-compressed-air-systems-becoming-smart-a-boge-example,,,0,0,0,0,www.ee-ip.org/articles/detailed/ef1380f71ca6a485cb75724f21b675d8/the-benefit-of-compressed-air-systems-becoming-smart-a-boge-example
"Upc Schweiz Gmbh","0800 66 88 66",https://www.upc.ch,80-218-29-175.dclient.hispeed.ch,80.218.29.175,"2018-01-30 06:54:08","834 * 1112","5.0 (iPad; CPU OS 11_2_2 like Mac OS X) AppleWebK","Version/11.0 Mobile/15C202 Safari/604.1",Tablet,7.42834,46.22833,Switzerland,"Nax (Mont-Noble)",Valais,,www2.ee-ip.org/company/CompanyPage/show/econ-solutions-gmbh/file/308_Tempor%C3%A4re_Messungen:_Einsatz_f%C3%BCr_Energieeffizienz-Ma%C3%9Fnahmen_und_Systeme,,t.co,0,0,0,0,www.www2.ee-ip.org/company/CompanyPage/show/econ-solutions-gmbh/file/308_Tempor%C3%A4re_Messungen:_Einsatz_f%C3%BCr_Energieeffizienz-Ma%C3%9Fnahmen_und_Systeme
"Ginger Cebtp","""+33 (0)1 30 85 24 00""",http://www.ginger-cebtp.com,mail2.gingergroupe.com,81.80.106.218,"2018-01-29 15:57:09","1680 * 1050","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.58 (Edition Campaign 76",Desktop,-1.59793,48.83752,France,Granville,Manche,,www2.ee-ip.org/company/CompanyPage/show/gardner-denver-industrials-group/file/344_John_Deere_-_variable_peak_load_compressor,,www.linkedin.com,0,1,0,0,www.www2.ee-ip.org/company/CompanyPage/show/gardner-denver-industrials-group/file/344_John_Deere_-_variable_peak_load_compressor
"Gruppo Hera","""+39 051 287111""",http://www.gruppohera.it/,out.gruppohera.it,213.174.164.11,"2018-01-29 15:36:43","1600 * 900","5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, l","Chrome/64.0.3282.119 Safari/537.36",Desktop,11.71612,44.35591,Italy,Imola,Bologna,,ee-ip.org,,www.google.it,0,1,0,0,www.ee-ip.org
"Deutsche Messe Ag","""+49 511 89 0""",http://www.messe.de,webgate.messe.de,193.22.29.88,"2018-01-29 14:51:29","1920 * 1080","5.0 (Windows)",Firefox,Desktop,9.8039,52.3239,Germany,"Mittelfeld (Hannover)",Niedersachsen,,ee-ip.org,,,0,0,0,81,"www.ee-ip.org --> www.ee-ip.org/articles/detailed/d296929403a5c5c3aae5852e9fbc924c/faq-how-the-icp-process-works-for-industry-district-energy-and-street-lighting"
